Date,Store/Product,Value
07-04-2023,LOS_ANGELES-TESLA_MODEL_X,2394
07-01-2023,LOS_ANGELES-TESLA_MODEL_X,3072.3
06-02-2023,LOS_ANGELES-TESLA_MODEL_X,3072.3
06-12-2023,LOS_ANGELES-TESLA_MODEL_X,3267.81
24-10-2023,LOS_ANGELES-TESLA_MODEL_X,3051.225352
19-10-2023,LOS_ANGELES-TESLA_MODEL_X,5132.2572
04-05-2023,LOS_ANGELES-TESLA_MODEL_X,2478.19166
25-11-2023,LOS_ANGELES-TESLA_MODEL_X,2165.38231
12-11-2023,LOS_ANGELES-TESLA_MODEL_X,2509.826508
06-12-2023,LOS_ANGELES-TESLA_MODEL_X,2246.0774
21-07-2023,LOS_ANGELES-TESLA_MODEL_X,2410.65027
14-04-2023,LOS_ANGELES-TESLA_MODEL_X,2247.09485
15-04-2023,LOS_ANGELES-TESLA_MODEL_X,2464.49
11-07-2023,LOS_ANGELES-TESLA_MODEL_X,2431.958732
21-09-2023,LOS_ANGELES-TESLA_MODEL_X,2529.53365
27-06-2023,LOS_ANGELES-TESLA_MODEL_X,2513.7
03-12-2023,LOS_ANGELES-TESLA_MODEL_X,2441.88
12-11-2023,LOS_ANGELES-TESLA_MODEL_X,2577.54
17-07-2023,LOS_ANGELES-TESLA_MODEL_X,2754.43
02-12-2023,LOS_ANGELES-TESLA_MODEL_X,2979.2
07-09-2023,LOS_ANGELES-TESLA_MODEL_X,3085.6
07-03-2023,LOS_ANGELES-TESLA_MODEL_X,5547.2571
26-01-2023,LOS_ANGELES-TESLA_MODEL_X,2611.80612
07-10-2023,LOS_ANGELES-TESLA_MODEL_X,2705.006668
24-07-2023,LOS_ANGELES-TESLA_MODEL_X,2956.59
01-01-2023,LOS_ANGELES-TESLA_MODEL_X,2464.49
09-10-2023,LOS_ANGELES-TESLA_MODEL_X,3022.824
28-05-2023,LOS_ANGELES-TESLA_MODEL_X,5371.080512
23-04-2023,LOS_ANGELES-TESLA_MODEL_X,3202.00825
05-10-2023,LOS_ANGELES-TESLA_MODEL_X,2489.76
15-06-2023,LOS_ANGELES-TESLA_MODEL_X,2602.81
09-03-2023,LOS_ANGELES-TESLA_MODEL_X,2906.05
16-11-2023,LOS_ANGELES-TESLA_MODEL_X,2448.497415
01-01-2023,LOS_ANGELES-TESLA_MODEL_X,2577.54
10-03-2023,LOS_ANGELES-TESLA_MODEL_X,2854.07892
23-01-2023,LOS_ANGELES-TESLA_MODEL_X,2335.002796
23-03-2023,LOS_ANGELES-TESLA_MODEL_X,2641.92264
11-08-2023,LOS_ANGELES-TESLA_MODEL_X,2253.466348
01-05-2023,LOS_ANGELES-TESLA_MODEL_X,2298.7587
05-05-2023,LOS_ANGELES-TESLA_MODEL_X,2509.71
12-04-2023,LOS_ANGELES-TESLA_MODEL_X,2306.22
02-03-2023,LOS_ANGELES-TESLA_MODEL_X,2686.51488
16-06-2023,LOS_ANGELES-TESLA_MODEL_X,2374.05
23-08-2023,LOS_ANGELES-TESLA_MODEL_X,2513.7
27-11-2023,LOS_ANGELES-TESLA_MODEL_X,2690.59
02-12-2023,LOS_ANGELES-TESLA_MODEL_X,2501.59035
09-11-2023,LOS_ANGELES-TESLA_MODEL_X,2729.16
13-11-2023,LOS_ANGELES-TESLA_MODEL_X,2713.2
26-08-2023,LOS_ANGELES-TESLA_MODEL_X,2487.1
17-02-2023,LOS_ANGELES-TESLA_MODEL_X,6141.548714
17-10-2023,LOS_ANGELES-TESLA_MODEL_X,2276.96
19-10-2023,LOS_ANGELES-TESLA_MODEL_X,2519.23812
09-06-2023,LOS_ANGELES-TESLA_MODEL_X,2234.4
23-04-2023,LOS_ANGELES-TESLA_MODEL_X,2489.76
01-12-2023,LOS_ANGELES-TESLA_MODEL_X,2404.64
28-02-2023,LOS_ANGELES-TESLA_MODEL_X,2128
13-10-2023,LOS_ANGELES-TESLA_MODEL_X,2170.56
01-10-2023,LOS_ANGELES-TESLA_MODEL_X,2306.22
23-01-2023,LOS_ANGELES-TESLA_MODEL_X,2261
15-09-2023,LOS_ANGELES-TESLA_MODEL_X,6120.66
04-08-2023,LOS_ANGELES-TESLA_MODEL_X,6016.92
17-04-2023,LOS_ANGELES-TESLA_MODEL_X,5653.83
26-04-2023,LOS_ANGELES-TESLA_MODEL_X,5996.27042
04-09-2023,LOS_ANGELES-TESLA_MODEL_X,2311.909075
22-08-2023,LOS_ANGELES-TESLA_MODEL_X,6064.8
12-05-2023,LOS_ANGELES-TESLA_MODEL_X,2255.68
25-06-2023,LOS_ANGELES-TESLA_MODEL_X,2128
28-04-2023,LOS_ANGELES-TESLA_MODEL_X,5958.4
06-03-2023,LOS_ANGELES-TESLA_MODEL_X,5468.40406
02-04-2023,LOS_ANGELES-TESLA_MODEL_X,6286.644
27-04-2023,LOS_ANGELES-TESLA_MODEL_X,2622.76
16-02-2023,LOS_ANGELES-TESLA_MODEL_X,5757.57
15-01-2023,LOS_ANGELES-TESLA_MODEL_X,5812.1
16-10-2023,LOS_ANGELES-TESLA_MODEL_X,5462.31
11-06-2023,LOS_ANGELES-TESLA_MODEL_X,4883.76
07-09-2023,LOS_ANGELES-TESLA_MODEL_X,5363.89
03-09-2023,LOS_ANGELES-TESLA_MODEL_X,5117.84
12-07-2023,LOS_ANGELES-TESLA_MODEL_X,5757.57
25-01-2023,LOS_ANGELES-TESLA_MODEL_X,5068.63
16-12-2023,LOS_ANGELES-TESLA_MODEL_X,5862.64
07-11-2023,LOS_ANGELES-TESLA_MODEL_X,5708.36
08-07-2023,LOS_ANGELES-TESLA_MODEL_X,5862.64
11-07-2023,LOS_ANGELES-TESLA_MODEL_X,5458.32
04-04-2023,LOS_ANGELES-TESLA_MODEL_X,4931.64
05-10-2023,LOS_ANGELES-TESLA_MODEL_X,4970.21
17-12-2023,LOS_ANGELES-TESLA_MODEL_X,5660.48
10-09-2023,LOS_ANGELES-TESLA_MODEL_X,5508.86
25-03-2023,LOS_ANGELES-TESLA_MODEL_X,5508.86
19-11-2023,LOS_ANGELES-TESLA_MODEL_X,5455.887962
13-10-2023,LOS_ANGELES-TESLA_MODEL_X,4974.40216
20-04-2023,LOS_ANGELES-TESLA_MODEL_X,5205.62
10-02-2023,LOS_ANGELES-TESLA_MODEL_X,5199.45545
03-06-2023,LOS_ANGELES-TESLA_MODEL_X,5335.96
21-11-2023,LOS_ANGELES-TESLA_MODEL_X,4522
01-01-2023,LOS_ANGELES-TESLA_MODEL_X,4928.98
13-04-2023,LOS_ANGELES-TESLA_MODEL_X,5314.68
21-01-2023,LOS_ANGELES-TESLA_MODEL_X,5075.28
18-08-2023,LOS_ANGELES-TESLA_MODEL_X,5171.04
27-01-2023,LOS_ANGELES-TESLA_MODEL_X,5458.32
08-11-2023,LOS_ANGELES-TESLA_MODEL_X,5122.504044
15-08-2023,LOS_ANGELES-TESLA_MODEL_X,5730.587226
08-12-2023,LOS_ANGELES-TESLA_MODEL_X,5054
13-01-2023,LOS_ANGELES-TESLA_MODEL_X,5701.8031
08-04-2023,LOS_ANGELES-TESLA_MODEL_X,5362.56
01-11-2023,LOS_ANGELES-TESLA_MODEL_X,4928.98
23-03-2023,LOS_ANGELES-TESLA_MODEL_X,4921
14-10-2023,LOS_ANGELES-TESLA_MODEL_X,5306.7
26-06-2023,LOS_ANGELES-TESLA_MODEL_X,5560.73
23-11-2023,LOS_ANGELES-TESLA_MODEL_X,4657.66
16-11-2023,LOS_ANGELES-TESLA_MODEL_X,5426.4
13-07-2023,LOS_ANGELES-TESLA_MODEL_X,5135.13
05-08-2023,LOS_ANGELES-TESLA_MODEL_X,4959.57
12-02-2023,LOS_ANGELES-TESLA_MODEL_X,4774.398489
16-11-2023,LOS_ANGELES-TESLA_MODEL_X,5104.59985
28-10-2023,LOS_ANGELES-TESLA_MODEL_X,4883.76
03-10-2023,LOS_ANGELES-TESLA_MODEL_X,5200.3
09-01-2023,LOS_ANGELES-TESLA_MODEL_X,4522
03-01-2023,LOS_ANGELES-TESLA_MODEL_X,5601.96
22-07-2023,LOS_ANGELES-TESLA_MODEL_X,5253.131723
20-05-2023,LOS_ANGELES-TESLA_MODEL_X,5384.32944
10-07-2023,LOS_ANGELES-TESLA_MODEL_X,5560.73
17-06-2023,LOS_ANGELES-TESLA_MODEL_X,4432.89
10-01-2023,LOS_ANGELES-TESLA_MODEL_X,5218.92
08-06-2023,LOS_ANGELES-TESLA_MODEL_X,5098.49515
13-06-2023,LOS_ANGELES-TESLA_MODEL_X,5098.49515
01-09-2023,LOS_ANGELES-TESLA_MODEL_X,5511.52
19-08-2023,LOS_ANGELES-TESLA_MODEL_X,5609.94
16-04-2023,LOS_ANGELES-TESLA_MODEL_X,5030.79283
22-10-2023,LOS_ANGELES-TESLA_MODEL_X,5845.26222
04-11-2023,LOS_ANGELES-TESLA_MODEL_X,6846.84
08-04-2023,LOS_ANGELES-TESLA_MODEL_X,5770.072
09-01-2023,LOS_ANGELES-TESLA_MODEL_X,5290.208
08-06-2023,LOS_ANGELES-TESLA_MODEL_X,5620.846
07-11-2023,LOS_ANGELES-TESLA_MODEL_X,4783.254028
03-08-2023,LOS_ANGELES-TESLA_MODEL_X,5701.8031
18-12-2023,LOS_ANGELES-TESLA_MODEL_X,4928.98
09-07-2023,LOS_ANGELES-TESLA_MODEL_X,4256
23-11-2023,LOS_ANGELES-TESLA_MODEL_X,4979.52
10-03-2023,LOS_ANGELES-TESLA_MODEL_X,5064.64
04-08-2023,LOS_ANGELES-TESLA_MODEL_X,5135.13
09-10-2023,LOS_ANGELES-TESLA_MODEL_X,4428.524275
02-10-2023,LOS_ANGELES-TESLA_MODEL_X,4809.28
09-02-2023,LOS_ANGELES-TESLA_MODEL_X,5554.08
01-11-2023,LOS_ANGELES-TESLA_MODEL_X,4553.92
09-05-2023,LOS_ANGELES-TESLA_MODEL_X,5266.8
13-04-2023,LOS_ANGELES-TESLA_MODEL_X,4793.32
16-02-2023,LOS_ANGELES-TESLA_MODEL_X,4928.98
20-02-2023,LOS_ANGELES-TESLA_MODEL_X,5539.45
03-12-2023,LOS_ANGELES-TESLA_MODEL_X,6016.92
20-09-2023,LOS_ANGELES-TESLA_MODEL_X,5554.08
23-08-2023,LOS_ANGELES-TESLA_MODEL_X,5462.31
02-10-2023,LOS_ANGELES-TESLA_MODEL_X,5411.362887
18-07-2023,LOS_ANGELES-TESLA_MODEL_X,5855.6974
06-12-2023,LOS_ANGELES-TESLA_MODEL_X,5426.4
13-07-2023,LOS_ANGELES-TESLA_MODEL_X,6056.82
17-07-2023,LOS_ANGELES-TESLA_MODEL_X,4793.32
02-12-2023,LOS_ANGELES-TESLA_MODEL_X,5266.8
20-02-2023,LOS_ANGELES-TESLA_MODEL_X,5806.78
10-06-2023,LOS_ANGELES-TESLA_MODEL_X,5266.8
07-05-2023,LOS_ANGELES-TESLA_MODEL_X,5660.48
18-04-2023,LOS_ANGELES-TESLA_MODEL_X,5314.68
24-09-2023,LOS_ANGELES-TESLA_MODEL_X,4652.34
17-12-2023,LOS_ANGELES-TESLA_MODEL_X,4740.12
20-10-2023,LOS_ANGELES-TESLA_MODEL_X,5019.42
26-04-2023,LOS_ANGELES-TESLA_MODEL_X,5019.42
01-04-2023,LOS_ANGELES-TESLA_MODEL_X,5104.54
22-07-2023,LOS_ANGELES-TESLA_MODEL_X,5047.35
08-09-2023,LOS_ANGELES-TESLA_MODEL_X,4696.23
25-09-2023,LOS_ANGELES-TESLA_MODEL_X,5144.254332
27-09-2023,LOS_ANGELES-TESLA_MODEL_X,4970.21
21-02-2023,LOS_ANGELES-TESLA_MODEL_X,4921
22-07-2023,LOS_ANGELES-TESLA_MODEL_X,5075.28
20-06-2023,LOS_ANGELES-TESLA_MODEL_X,5027.4
23-11-2023,LOS_ANGELES-TESLA_MODEL_X,4748.1
17-02-2023,LOS_ANGELES-TESLA_MODEL_X,4696.23
25-09-2023,LOS_ANGELES-TESLA_MODEL_X,5410.44
07-07-2023,LOS_ANGELES-TESLA_MODEL_X,4883.76
24-09-2023,LOS_ANGELES-TESLA_MODEL_X,5745.6
20-04-2023,LOS_ANGELES-TESLA_MODEL_X,5659.15
12-04-2023,LOS_ANGELES-TESLA_MODEL_X,5452.221152
27-01-2023,LOS_ANGELES-TESLA_MODEL_X,5855.99
16-12-2023,LOS_ANGELES-TESLA_MODEL_X,4979.52
04-04-2023,LOS_ANGELES-TESLA_MODEL_X,5697.72
22-07-2023,LOS_ANGELES-TESLA_MODEL_X,4657.66
07-10-2023,LOS_ANGELES-TESLA_MODEL_X,5362.56
11-06-2023,LOS_ANGELES-TESLA_MODEL_X,6011.6
13-04-2023,LOS_ANGELES-TESLA_MODEL_X,5659.15
19-02-2023,LOS_ANGELES-TESLA_MODEL_X,4883.76
06-09-2023,LOS_ANGELES-TESLA_MODEL_X,5498.426416
27-02-2023,LOS_ANGELES-TESLA_MODEL_X,5554.08
08-08-2023,LOS_ANGELES-TESLA_MODEL_X,5027.4
09-10-2023,LOS_ANGELES-TESLA_MODEL_X,5812.1
07-07-2023,LOS_ANGELES-TESLA_MODEL_X,6202.28476
05-03-2023,LOS_ANGELES-TESLA_MODEL_X,5256.16
24-02-2023,LOS_ANGELES-TESLA_MODEL_X,4921
22-04-2023,LOS_ANGELES-TESLA_MODEL_X,5708.36
06-09-2023,LOS_ANGELES-TESLA_MODEL_X,5205.62
11-03-2023,LOS_ANGELES-TESLA_MODEL_X,5104.54
01-08-2023,LOS_ANGELES-TESLA_MODEL_X,5550.09
04-06-2023,LOS_ANGELES-TESLA_MODEL_X,5306.7
21-08-2023,LOS_ANGELES-TESLA_MODEL_X,5861.31
08-10-2023,LOS_ANGELES-TESLA_MODEL_X,5027.4
22-06-2023,LOS_ANGELES-TESLA_MODEL_X,5708.36
01-06-2023,LOS_ANGELES-TESLA_MODEL_X,5265.47
22-07-2023,LOS_ANGELES-TESLA_MODEL_X,6011.6
12-05-2023,LOS_ANGELES-TESLA_MODEL_X,5708.36
07-07-2023,LOS_ANGELES-TESLA_MODEL_X,5314.68
03-12-2023,LOS_ANGELES-TESLA_MODEL_X,5155.08
21-05-2023,LOS_ANGELES-TESLA_MODEL_X,5054
28-02-2023,LOS_ANGELES-TESLA_MODEL_X,5302.181724
25-05-2023,LOS_ANGELES-TESLA_MODEL_X,5505.94198
07-11-2023,LOS_ANGELES-TESLA_MODEL_X,5511.52
05-11-2023,LOS_ANGELES-TESLA_MODEL_X,2383.36
19-10-2023,LOS_ANGELES-TESLA_MODEL_X,6003.24228
26-07-2023,LOS_ANGELES-TESLA_MODEL_X,4840.500952
15-11-2023,LOS_ANGELES-TESLA_MODEL_X,5068.63
11-03-2023,LOS_ANGELES-TESLA_MODEL_X,5407.78
19-04-2023,LOS_ANGELES-TESLA_MODEL_X,5659.15
12-11-2023,LOS_ANGELES-TESLA_MODEL_X,5306.7
27-12-2023,LOS_ANGELES-TESLA_MODEL_X,5815.1457
14-09-2023,LOS_ANGELES-TESLA_MODEL_X,5287.59588
14-01-2023,LOS_ANGELES-TESLA_MODEL_X,5965.05
16-01-2023,LOS_ANGELES-TESLA_MODEL_X,5343.6474
22-04-2023,LOS_ANGELES-TESLA_MODEL_X,6224.4
02-09-2023,LOS_ANGELES-TESLA_MODEL_X,5882.76024
05-06-2023,LOS_ANGELES-TESLA_MODEL_X,5810.8897
28-07-2023,LOS_ANGELES-TESLA_MODEL_X,4957.04566
10-10-2023,LOS_ANGELES-TESLA_MODEL_X,4861.062752
18-07-2023,LOS_ANGELES-TESLA_MODEL_X,5324.8944
25-02-2023,LOS_ANGELES-TESLA_MODEL_X,5133.51006
22-04-2023,LOS_ANGELES-TESLA_MODEL_X,2409.681498
20-12-2023,LOS_ANGELES-TESLA_MODEL_X,2346.268827
05-07-2023,LOS_ANGELES-TESLA_MODEL_X,2282.856156
03-09-2023,LOS_ANGELES-TESLA_MODEL_X,2351.44
08-12-2023,LOS_ANGELES-TESLA_MODEL_X,2532.32
18-10-2023,LOS_ANGELES-TESLA_MODEL_X,5687.799264
03-11-2023,LOS_ANGELES-TESLA_MODEL_X,5798.8
13-12-2023,LOS_ANGELES-TESLA_MODEL_X,2351.44
03-05-2023,LOS_ANGELES-TESLA_MODEL_X,2705.22
27-05-2023,LOS_ANGELES-TESLA_MODEL_X,2610.451116
16-01-2023,LOS_ANGELES-TESLA_MODEL_X,2848.86
19-01-2023,LOS_ANGELES-TESLA_MODEL_X,2351.44
18-06-2023,LOS_ANGELES-TESLA_MODEL_X,2687.590983
21-05-2023,LOS_ANGELES-TESLA_MODEL_X,5136.521712
15-07-2023,LOS_ANGELES-TESLA_MODEL_X,5342.61
20-01-2023,LOS_ANGELES-TESLA_MODEL_X,6384
27-01-2023,LOS_ANGELES-TESLA_MODEL_X,6118
14-12-2023,LOS_ANGELES-TESLA_MODEL_X,2554.93
03-06-2023,LOS_ANGELES-TESLA_MODEL_X,2511.04
28-09-2023,LOS_ANGELES-TESLA_MODEL_X,2705.22
02-03-2023,LOS_ANGELES-TESLA_MODEL_X,2394
28-09-2023,LOS_ANGELES-TESLA_MODEL_X,3128.16
24-12-2023,LOS_ANGELES-TESLA_MODEL_X,3165.4
13-12-2023,LOS_ANGELES-TESLA_MODEL_X,2553.6
22-03-2023,LOS_ANGELES-TESLA_MODEL_X,6224.4
18-04-2023,LOS_ANGELES-TESLA_MODEL_X,5861.31
04-04-2023,LOS_ANGELES-TESLA_MODEL_X,2468.48
11-06-2023,LOS_ANGELES-TESLA_MODEL_X,2213.12
15-08-2023,LOS_ANGELES-TESLA_MODEL_X,2489.76
23-10-2023,LOS_ANGELES-TESLA_MODEL_X,2511.04
06-02-2023,LOS_ANGELES-TESLA_MODEL_X,2872.8
21-12-2023,LOS_ANGELES-TESLA_MODEL_X,2513.7
09-02-2023,LOS_ANGELES-TESLA_MODEL_X,2207.401
15-02-2023,LOS_ANGELES-TESLA_MODEL_X,2213.12
09-08-2023,LOS_ANGELES-TESLA_MODEL_X,2319.52
12-12-2023,LOS_ANGELES-TESLA_MODEL_X,2468.48
26-10-2023,LOS_ANGELES-TESLA_MODEL_X,2853.124512
05-03-2023,LOS_ANGELES-TESLA_MODEL_X,2643.506936
04-08-2023,LOS_ANGELES-TESLA_MODEL_X,2552.27
27-02-2023,LOS_ANGELES-TESLA_MODEL_X,2537.64
17-07-2023,LOS_ANGELES-TESLA_MODEL_X,2729.16
12-07-2023,LOS_ANGELES-TESLA_MODEL_X,2527
06-01-2023,LOS_ANGELES-TESLA_MODEL_X,2521.204924
02-05-2023,LOS_ANGELES-TESLA_MODEL_X,3289.566805
28-01-2023,LOS_ANGELES-TESLA_MODEL_X,3044.37
28-09-2023,LOS_ANGELES-TESLA_MODEL_X,2824.92
18-07-2023,LOS_ANGELES-TESLA_MODEL_X,2779.7
05-06-2023,LOS_ANGELES-TESLA_MODEL_X,2820.93
25-11-2023,LOS_ANGELES-TESLA_MODEL_X,3323.67
06-10-2023,LOS_ANGELES-TESLA_MODEL_X,2504.566092
16-02-2023,LOS_ANGELES-TESLA_MODEL_X,2323.707505
21-04-2023,LOS_ANGELES-TESLA_MODEL_X,2532.32
26-02-2023,LOS_ANGELES-TESLA_MODEL_X,2404.64
17-08-2023,LOS_ANGELES-TESLA_MODEL_X,2705.22
10-10-2023,LOS_ANGELES-TESLA_MODEL_X,2577.54
09-03-2023,LOS_ANGELES-TESLA_MODEL_X,2800.98
16-02-2023,LOS_ANGELES-TESLA_MODEL_X,2585.52
14-06-2023,LOS_ANGELES-TESLA_MODEL_X,2754.43
20-07-2023,LOS_ANGELES-TESLA_MODEL_X,2754.43
01-08-2023,LOS_ANGELES-TESLA_MODEL_X,3103.994964
28-10-2023,LOS_ANGELES-TESLA_MODEL_X,2560.935216
27-12-2023,LOS_ANGELES-TESLA_MODEL_X,2328.860457
26-02-2023,LOS_ANGELES-TESLA_MODEL_X,2893.552256
14-09-2023,LOS_ANGELES-TESLA_MODEL_X,2594.219264
11-07-2023,LOS_ANGELES-TESLA_MODEL_X,3313.38245
22-08-2023,LOS_ANGELES-TESLA_MODEL_X,3160.08
05-05-2023,LOS_ANGELES-TESLA_MODEL_X,2881.633727
09-08-2023,LOS_ANGELES-TESLA_MODEL_X,3548.44
21-03-2023,LOS_ANGELES-TESLA_MODEL_X,2609.46
14-08-2023,LOS_ANGELES-TESLA_MODEL_X,2403.302818
06-07-2023,LOS_ANGELES-TESLA_MODEL_X,2191.84
13-05-2023,LOS_ANGELES-TESLA_MODEL_X,2489.76
06-03-2023,LOS_ANGELES-TESLA_MODEL_X,2489.76
25-06-2023,LOS_ANGELES-TESLA_MODEL_X,2830.24
17-06-2023,LOS_ANGELES-TESLA_MODEL_X,2779.7
17-04-2023,LOS_ANGELES-TESLA_MODEL_X,2926
06-11-2023,LOS_ANGELES-TESLA_MODEL_X,2960.58
15-06-2023,LOS_ANGELES-TESLA_MODEL_X,3597.8096
09-08-2023,LOS_ANGELES-TESLA_MODEL_X,3247.61246
16-09-2023,LOS_ANGELES-TESLA_MODEL_X,3196.5885
28-05-2023,LOS_ANGELES-TESLA_MODEL_X,2766.5064
06-03-2023,LOS_ANGELES-TESLA_MODEL_X,3455.872
19-03-2023,LOS_ANGELES-TESLA_MODEL_X,3214.344
05-12-2023,LOS_ANGELES-TESLA_MODEL_X,3074.8536
23-09-2023,LOS_ANGELES-TESLA_MODEL_X,3190.7232
11-09-2023,LOS_ANGELES-TESLA_MODEL_X,3686.76
09-08-2023,LOS_ANGELES-TESLA_MODEL_X,3653.244
10-02-2023,LOS_ANGELES-TESLA_MODEL_X,3827.208
27-11-2023,LOS_ANGELES-TESLA_MODEL_X,3436.7865
22-07-2023,LOS_ANGELES-TESLA_MODEL_X,3374.909261
24-03-2023,LOS_ANGELES-TESLA_MODEL_X,3694.075
27-03-2023,LOS_ANGELES-TESLA_MODEL_X,2878.9313
10-11-2023,LOS_ANGELES-TESLA_MODEL_X,2875.992
21-03-2023,LOS_ANGELES-TESLA_MODEL_X,2818.909198
05-05-2023,LOS_ANGELES-TESLA_MODEL_X,2895.7824
14-03-2023,LOS_ANGELES-TESLA_MODEL_X,2870.406
04-01-2023,LOS_ANGELES-TESLA_MODEL_X,2818.2168
11-02-2023,LOS_ANGELES-TESLA_MODEL_X,2733.2032
02-04-2023,LOS_ANGELES-TESLA_MODEL_X,3559.3992
03-04-2023,LOS_ANGELES-TESLA_MODEL_X,3277.12
22-11-2023,LOS_ANGELES-TESLA_MODEL_X,3276.12658
24-08-2023,LOS_ANGELES-TESLA_MODEL_X,3134.3312
04-01-2023,LOS_ANGELES-TESLA_MODEL_X,3864.9534
12-08-2023,LOS_ANGELES-TESLA_MODEL_X,3974.2528
10-04-2023,LOS_ANGELES-TESLA_MODEL_X,3836.567201
22-06-2023,LOS_ANGELES-TESLA_MODEL_X,3526.4418
20-03-2023,LOS_ANGELES-TESLA_MODEL_X,3072.3
26-11-2023,LOS_ANGELES-TESLA_MODEL_X,3126.286695
04-04-2023,LOS_ANGELES-TESLA_MODEL_X,2458.955705
05-04-2023,LOS_ANGELES-TESLA_MODEL_X,6832.937244
25-06-2023,LOS_ANGELES-TESLA_MODEL_X,5918.635128
19-11-2023,LOS_ANGELES-TESLA_MODEL_X,3058.701282
27-04-2023,LOS_ANGELES-TESLA_MODEL_X,2760.2288
13-10-2023,LOS_ANGELES-TESLA_MODEL_X,2937.4912
18-01-2023,LOS_ANGELES-TESLA_MODEL_X,2507.900668
12-10-2023,LOS_ANGELES-TESLA_MODEL_X,2458.319598
09-02-2023,LOS_ANGELES-TESLA_MODEL_X,2930.256
04-04-2023,LOS_ANGELES-TESLA_MODEL_X,3024.819
07-02-2023,LOS_ANGELES-TESLA_MODEL_X,2767.597489
09-02-2023,LOS_ANGELES-TESLA_MODEL_X,2982.126
14-10-2023,LOS_ANGELES-TESLA_MODEL_X,3172.217005
23-04-2023,LOS_ANGELES-TESLA_MODEL_X,2963.0937
27-05-2023,LOS_ANGELES-TESLA_MODEL_X,3676.6121
20-11-2023,LOS_ANGELES-TESLA_MODEL_X,3775.689439
02-04-2023,LOS_ANGELES-TESLA_MODEL_X,3435.7092
21-06-2023,LOS_ANGELES-TESLA_MODEL_X,3189.34
09-11-2023,LOS_ANGELES-TESLA_MODEL_X,3264.352
21-10-2023,LOS_ANGELES-TESLA_MODEL_X,3044.37
16-08-2023,LOS_ANGELES-TESLA_MODEL_X,2791.419385
22-01-2023,LOS_ANGELES-TESLA_MODEL_X,5462.412809
10-12-2023,LOS_ANGELES-TESLA_MODEL_X,4276.461944
07-08-2023,LOS_ANGELES-TESLA_MODEL_X,2584.104827
04-09-2023,LOS_ANGELES-TESLA_MODEL_X,3575.224162
17-02-2023,LOS_ANGELES-TESLA_MODEL_X,3501.276072
28-08-2023,LOS_ANGELES-TESLA_MODEL_X,2967.2034
13-02-2023,LOS_ANGELES-TESLA_MODEL_X,2681.28
28-10-2023,LOS_ANGELES-TESLA_MODEL_X,3656.037
05-02-2023,LOS_ANGELES-TESLA_MODEL_X,3379.53
24-08-2023,LOS_ANGELES-TESLA_MODEL_X,3692.6253
13-01-2023,LOS_ANGELES-TESLA_MODEL_X,3234.298873
06-11-2023,LOS_ANGELES-TESLA_MODEL_X,5440.192632
07-11-2023,LOS_ANGELES-TESLA_MODEL_X,2899.484242
04-11-2023,LOS_ANGELES-TESLA_MODEL_X,2187.036133
10-06-2023,LOS_ANGELES-TESLA_MODEL_X,2811.005689
28-01-2023,LOS_ANGELES-TESLA_MODEL_X,2425.763592
01-06-2023,LOS_ANGELES-TESLA_MODEL_X,2627.608794
18-02-2023,LOS_ANGELES-TESLA_MODEL_X,2539.217181
20-06-2023,LOS_ANGELES-TESLA_MODEL_X,2932.7431
25-11-2023,LOS_ANGELES-TESLA_MODEL_X,2675.154605
16-04-2023,LOS_ANGELES-TESLA_MODEL_X,2858.373025
15-08-2023,LOS_ANGELES-TESLA_MODEL_X,2538.837
06-09-2023,LOS_ANGELES-TESLA_MODEL_X,2466.2988
06-09-2023,LOS_ANGELES-TESLA_MODEL_X,2603.3154
27-02-2023,LOS_ANGELES-TESLA_MODEL_X,3167.5945
27-11-2023,LOS_ANGELES-TESLA_MODEL_X,3098.368
11-07-2023,LOS_ANGELES-TESLA_MODEL_X,3085.6
15-04-2023,LOS_ANGELES-TESLA_MODEL_X,6046.510239
01-07-2023,LOS_ANGELES-TESLA_MODEL_X,3108.049283
04-02-2023,LOS_ANGELES-TESLA_MODEL_X,2759.106801
03-01-2023,LOS_ANGELES-TESLA_MODEL_X,3400.0785
24-10-2023,LOS_ANGELES-TESLA_MODEL_X,2710.939
17-05-2023,LOS_ANGELES-TESLA_MODEL_X,3506.47584
13-04-2023,LOS_ANGELES-TESLA_MODEL_X,5639.634538
03-05-2023,LOS_ANGELES-TESLA_MODEL_X,3330.08858
16-08-2023,LOS_ANGELES-TESLA_MODEL_X,2539.5552
04-03-2023,LOS_ANGELES-TESLA_MODEL_X,3123.372
22-11-2023,LOS_ANGELES-TESLA_MODEL_X,3225.7155
26-12-2023,LOS_ANGELES-TESLA_MODEL_X,2668.862182
28-12-2023,LOS_ANGELES-TESLA_MODEL_X,3041.4972
09-10-2023,LOS_ANGELES-TESLA_MODEL_X,3339.272336
24-10-2023,LOS_ANGELES-TESLA_MODEL_X,2428.402908
11-12-2023,LOS_ANGELES-TESLA_MODEL_X,3170.307168
09-05-2023,LOS_ANGELES-TESLA_MODEL_X,2478.812983
14-08-2023,LOS_ANGELES-TESLA_MODEL_X,2459.671809
08-02-2023,LOS_ANGELES-TESLA_MODEL_X,2911.2636
26-03-2023,LOS_ANGELES-TESLA_MODEL_X,2582.9664
01-02-2023,LOS_ANGELES-TESLA_MODEL_X,2740.245178
